feature,value,set,chem_prop,tax_prop,exp,challenge,chem_fp,conctype,groupsplit,tax_pdm,n_inducing,fold
.kernel.kernels[1].lengthscales.MACCS130,327.55677,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS131,278.07215,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS132,10.17119,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS133,77.41713,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS134,241.26032,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS135,305.73499,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS136,192.05923,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS137,268.60026,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS138,105.54436,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS139,104.31783,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS140,7.02269,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS141,218.76263,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS142,117.21022,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS143,174.23177,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS144,239.71149,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS145,95.42914,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS146,100.65826,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS147,162.34228,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS148,323.39087,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS149,6.19764,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS150,13.55075,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS151,264.73579,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS152,233.59439,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS153,141.4505,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS154,9.44593,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS155,20.7276,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS156,281.62443,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS157,304.90106,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS158,105.8127,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS159,371.70132,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS160,328.16584,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS161,47.31249,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS162,4.40321,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS163,305.87223,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS164,8.64852,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS165,2.40514,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[1].lengthscales.MACCS166,39.04111,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[2].lengthscales.chem_mw,0.9057,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[2].lengthscales.chem_mp,3.409,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[2].lengthscales.chem_ws,585.68742,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[2].lengthscales.chem_rdkit_clogp,2.05534,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_B,99.63185,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_C,196.59697,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_D,259.43548,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_H,48.13467,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_O,35.39147,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_food_P,40.35965,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_A,3.71113,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_B,252.6268,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_C,94.24415,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_D,88.22351,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_E,116.5605,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_climate_M,113.72338,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MA,214.65607,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MC,50.37654,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MI,10.52991,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MN,214.43404,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_MP,98.87549,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TA,38.59835,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TH,205.55449,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TN,288.47917,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_eco_ecozone_TP,234.5382,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_ampv,348.15125,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_ampkap,370.83987,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_ps_amppm,59.55931,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_lh_amd,17.34923,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.kernel.kernels[3].lengthscales.tax_lh_licm,11.35117,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,MACCS,molar,occurrence,none,500,trainvalid
.mean_function.c,-2.51341,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].variance,1.25335,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].variance,24.77988,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[2].variance,136.4196,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[3].variance,10.17164,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.likelihood.variance,0.36133,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.result_conc1_type_F,4.61877,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.result_conc1_type_T,125.69938,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_NR,3.85822,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_R,1.86636,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.test_exposure_type_S,4.66231,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.test_media_type_SW,3.80174,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[0].lengthscales.result_obs_duration_mean,5.82111,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp000,201.68047,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp001,7.08031,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp002,215.7495,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp003,4.13232,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp009,2.74204,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp010,1.77968,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp011,9.07051,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp012,6.25012,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp014,6.35686,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp015,28.41363,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp016,14.79925,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp018,2.17325,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp019,244.03487,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp020,4.48389,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp023,19.52571,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp024,100.68314,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp025,80.53684,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp026,153.91054,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp030,3.32899,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp033,230.91231,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp034,22.07716,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp037,227.33572,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp038,213.18837,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp039,162.71594,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp043,152.26238,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp044,155.57238,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp115,16.49454,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp116,121.21901,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp143,219.83891,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp144,9.21169,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp145,132.08251,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp146,136.75491,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp150,135.75524,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp151,95.77249,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp157,102.12708,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp178,197.41889,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp179,150.82461,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp180,159.55411,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp181,186.08907,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp185,8.80624,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp186,98.26179,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp192,183.31007,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp193,4.62544,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp199,112.45563,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp227,159.8606,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp241,128.88411,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp242,90.70853,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp243,64.57579,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp244,49.17685,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp248,3.48763,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp249,94.90348,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp250,4.88558,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp251,5.43675,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp255,100.8418,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp256,141.74871,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp257,3.65213,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp258,109.01536,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp259,146.53414,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
.kernel.kernels[1].lengthscales.pcp261,4.06093,trainvalid,chemprop,taxprop-migrate2,exp-dropfirst,t-F2F,pcp,molar,occurrence,none,1000,trainvalid
